job_id,job_key,company_name,url,title,location,description,qualifications,working_condition,ai_summary
4944963004,paypay__4944963004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4944963004,システム監査（サイバーセキュリティ）担当,Hybrid,,,,システム監査（サイバーセキュリティ）担当の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、サイバーセキュリティに関する専門知識が求められる可能性があります。勤務条件の詳細も不明ですが、柔軟な働き方が期待されます。
4954493004,paypay__4954493004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4954493004,コンプライアンス担当,Hybrid,,,,コンプライアンス担当の求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、コンプライアンス関連の業務に従事するポジションです。勤務条件についての詳細も不明です。
5027415004,paypay__5027415004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5027415004,AML／CFTリスク管理,Hybrid,,,,AML／CFTリスク管理職の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていません。リスク管理に興味がある方に適したポジションです。
5133177004,paypay__5133177004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5133177004,システムリスク管理担当,Hybrid,,,,システムリスク管理担当の求人で、勤務地はハイブリッドです。応募要件や勤務条件の詳細は記載されていませんが、リスク管理に関する専門知識が求められる可能性があります。興味のある方は、具体的な仕事内容や条件を確認することをお勧めします。
5149320004,paypay__5149320004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5149320004,シニア機械学習エンジニア（金融事業領域）,Hybrid,,,,シニア機械学習エンジニアを金融事業領域で募集しています。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。機械学習の専門知識を活かしたい方に適したポジションです。
5193265004,paypay__5193265004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5193265004,CSIRTエンジニア,Hybrid,,,,CSIRTエンジニアの求人で、勤務地はハイブリッドです。具体的な仕事内容や応募要件は記載されていませんが、サイバーセキュリティに関連する業務が想定されます。勤務条件についての詳細は不明です。
5199858004,paypay__5199858004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5199858004,内部統制（業務統制担当）,Hybrid,,,,内部統制（業務統制担当）のポジションで、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、業務統制に関する経験や知識が求められる可能性があります。勤務条件についての詳細は不明です。
5214187004,paypay__5214187004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5214187004,セキュリティモニタリング,Hybrid,,,,セキュリティモニタリングの職種で、勤務地はハイブリッド（リモートとオフィス勤務の併用）です。具体的な仕事内容や応募要件は記載されていませんが、セキュリティ関連の経験が求められる可能性があります。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。
5471535004,paypay__5471535004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5471535004,Cloud Platform Engineer,Hybrid,"PayPay is looking for a Cloud Platform Engineer for PayPay's Cloud Based payment system. This role will be responsible for the engineering of Cloud Infrastructure Platforms to provide robust, reliable and cost-efficient Platform so that we can deliver the best experience for our growing customers base.","More than 5 years of technical and architectural experience in AWS-based infrastructure platforms Extensive technical hands-on experience with computing, networking, storage, and analytical services on Latest AWS Services Experience with Terraform based infrastructure as code (IAC) on AWS Experience in production level infrastructure change management and releases for high traffic & business-critical systems Experience in Cloud infrastructure and platform systems availability, performance and cost management Experience as an AWS administrator, including Multi AWS organization management, managing 50+ AWS accounts and 100+ users Strong understanding of cloud security best practices in Fintech Industry Demonstrated skill in programming and scripting languages, including Python, Shell Scripting, Go, and Rust Excellent oral, written, and interpersonal communication skills Proficiency in either English or Japanese",,PayPayでは、クラウドベースの決済システムのためのCloud Platform Engineerを募集しています。応募者は、AWSに基づくインフラプラットフォームで5年以上の技術経験が必要で、Terraformを用いたインフラ管理やクラウドセキュリティの知識が求められます。勤務地はハイブリッドで、英語または日本語のコミュニケーション能力が必要です。
5504316004,paypay__5504316004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5504316004,個店・SMB営業支援担当（販売戦略・企画推進）,Hybrid,,,,個店・SMB営業支援担当として、販売戦略や企画推進を行うポジションです。勤務地はハイブリッドで、柔軟な働き方が可能です。応募要件や勤務条件の詳細は記載されていません。
5504319004,paypay__5504319004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5504319004,営業支援担当（数値分析・運用推進）,Hybrid,,,,営業支援担当として、数値分析や運用推進を行うポジションです。勤務地はハイブリッドで、応募要件や勤務条件の詳細は記載されていません。応募を検討する際は、業務内容に関する理解を深めることが重要です。
5587090004,paypay__5587090004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5587090004,Backend Engineer / バックエンドエンジニア (New Bank Project),Hybrid,,,,バックエンドエンジニアとして新しい銀行プロジェクトに参加し、ハイブリッド勤務が可能です。応募要件や具体的な仕事内容は記載されていませんが、技術的スキルが求められるポジションです。興味のある方は詳細を確認の上、応募を検討してください。
5601370004,paypay__5601370004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5601370004,DX企画推進担当,Hybrid,,,,DX企画推進担当の求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、デジタルトランスフォーメーションに関する企画推進が主な業務と考えられます。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。
5636632004,paypay__5636632004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5636632004,新規事業企画・戦略／リーダー候補（チャージ関連業務・金融機関連携）,Hybrid,,,,新規事業企画・戦略のリーダー候補を募集しており、チャージ関連業務や金融機関との連携が主な業務です。勤務地はハイブリッド勤務で、応募要件や勤務条件は詳細に記載されていません。興味のある方は、具体的な条件を確認の上、応募を検討してください。
5643353004,paypay__5643353004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5643353004,金融事業開発・新規事業企画（保険）,Hybrid,,,,金融事業開発・新規事業企画のポジションで、保険業界における新規事業の立ち上げを担当します。勤務地はハイブリッドで、応募要件や勤務条件は未記載です。興味のある方は詳細を確認してください。
5674900004,paypay__5674900004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5674900004,マーケティング推進担当（Fintech事業）,Hybrid,,,,マーケティング推進担当としてFintech事業に携わるポジションで、勤務地はハイブリッド勤務です。応募要件や勤務条件の詳細は記載されていませんが、マーケティングに関する経験が求められる可能性があります。興味のある方は、具体的な要件を確認の上、応募を検討してください。
5675108004,paypay__5675108004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5675108004,グローバルアライアンス・事業推進,Hybrid,,,,グローバルアライアンス・事業推進の職種で、ハイブリッド勤務が可能です。具体的な仕事内容や応募要件は記載されていませんが、国際的なビジネス推進に関わる役割が期待されます。興味のある方は詳細を確認の上、応募を検討してください。
5677616004,paypay__5677616004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5677616004,営業企画（戦略立案/企画推進担当）,Hybrid,,,,営業企画のポジションで、戦略立案や企画推進を担当します。勤務地はハイブリッドで、柔軟な働き方が可能です。応募要件や勤務条件は詳細未記載ですが、企画力や戦略的思考が求められる役割です。
5681496004,paypay__5681496004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5681496004,CS業務企画（業務変革推進担当）,Hybrid,,,,CS業務企画（業務変革推進担当）のポジションで、勤務地はハイブリッドです。業務改善や変革を推進する役割を担い、応募要件や勤務条件は詳細未記載ですが、関連する経験が求められる可能性があります。興味のある方は、具体的な業務内容や応募条件を確認することをお勧めします。
5683465004,paypay__5683465004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5683465004,CSシステム企画（業務変革推進担当/ボイス・テキスト担当）,Hybrid,,,,CSシステム企画の業務変革推進担当として、ボイス・テキスト関連の業務を担当します。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。興味のある方は、具体的な条件を確認の上で応募を検討してください。
5683668004,paypay__5683668004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5683668004,Backend Engineer,Hybrid,PayPay is looking for a Backend Engineer to work on our payment system to deliver the best payment experience for our customers.,"4+ years of experience in using Java under professional environment, or if you are non-Java user, excellent skills in generalized programming languages, such as Scala, Python, and Go. Interest and ability to learn other coding languages as needed. Experience with NoSQL databases and distributed cache. Strong fundamentals in data structures, algorithms and object-oriented programming. In-depth understanding of concurrency and distributed computing. Degree in Computer Engineering or Computer Science or 5+ years equivalent experience in SaaS platform development. Business level of English or Japanese. Hands-on experience with AI/LLM tools (e.g., ChatGPT, GitHub Copilot, Gemini, CodeWhisperer, or similar) in professional software development.",,PayPayでは、決済システムのバックエンドエンジニアを募集しています。応募者は、Javaまたは他のプログラミング言語（Scala、Python、Go）での4年以上の経験、NoSQLデータベースや分散キャッシュの知識、データ構造やアルゴリズムの基礎理解が求められます。ビジネスレベルの英語または日本語能力とAIツールの実務経験も必要です。
5686546004,paypay__5686546004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5686546004,事業戦略・事業企画 / リーダー候補,Hybrid,,,,事業戦略・事業企画のリーダー候補を募集しており、勤務地はハイブリッドです。具体的な仕事内容や応募要件は記載されていませんが、リーダーシップや戦略的思考が求められるポジションです。勤務条件についての詳細は不明です。
5686555004,paypay__5686555004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5686555004,新規事業開発・サービス企画 / 部長候補,Hybrid,,,,新規事業開発・サービス企画の部長候補を募集しています。勤務地はハイブリッドで、具体的な仕事内容や応募要件は詳細未記載です。応募を検討する際は、事業開発やサービス企画の経験が求められる可能性があります。
5698854004,paypay__5698854004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5698854004,データ戦略推進企画担当,Hybrid,,,,データ戦略推進企画担当のポジションで、勤務地はハイブリッドです。具体的な仕事内容や応募要件は記載されていませんが、データ戦略に関する企画業務を担当します。勤務条件についての詳細は不明です。
5704640004,paypay__5704640004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5704640004,業務変革・プロジェクト推進担当（AI活用推進）,Hybrid,,,,業務変革・プロジェクト推進担当（AI活用推進）のポジションで、勤務地はハイブリッドです。AIを活用した業務改善プロジェクトの推進が主な業務となります。応募要件や勤務条件は具体的に記載されていませんが、AI関連の知識やプロジェクト管理スキルが求められる可能性があります。
5704642004,paypay__5704642004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5704642004,次世代業務基盤の企画推進担当（AI活用推進）,Hybrid,,,,次世代業務基盤の企画推進担当として、AI活用の推進を行います。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。AIに関心があり、企画推進に携わりたい方に適したポジションです。
5725653004,paypay__5725653004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5725653004,経営企画担当（事業管理(FP&A)）/ リーダー候補,Hybrid,,,,経営企画担当（事業管理(FP&A)）のリーダー候補を募集しています。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。経営戦略の立案や実行に関与するポジションです。
5729739004,paypay__5729739004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5729739004,金融事業企画（決済・クレジット領域）/ リーダー候補,Hybrid,,,,金融事業企画のリーダー候補を募集しており、決済やクレジット領域に関する企画業務を担当します。勤務地はハイブリッド勤務で、応募要件や勤務条件の詳細は記載されていません。興味のある方は、具体的な条件を確認の上応募してください。
5733829004,paypay__5733829004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5733829004,Product Manager / プロダクトマネージャー (New Bank Project),Hybrid,,,,新銀行プロジェクトのプロダクトマネージャーを募集しています。勤務地はハイブリッドで、応募要件や勤務条件は詳細未記載ですが、プロダクト管理の経験が求められます。興味のある方はぜひご応募ください。
5765333004,paypay__5765333004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5765333004,資産運用事業戦略企画（リーダー候補）,Hybrid,,,,資産運用事業戦略企画のリーダー候補を募集しています。勤務地はハイブリッドで、戦略的な企画業務を担当します。応募要件や勤務条件の詳細は不明ですが、リーダーシップが求められます。
5782672004,paypay__5782672004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5782672004,マーケティング推進（プロダクトマーケティング/CRM施策推進）,Hybrid,,,,マーケティング推進の職種で、プロダクトマーケティングやCRM施策の推進を担当します。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。応募を検討する際は、具体的な仕事内容や条件を確認することが重要です。
5793219004,paypay__5793219004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5793219004,【AI Agent】Forward Deployed Engineer（社内DX・生産性革新担当）,Remote,,,,【職種名】AI AgentのForward Deployed Engineer（社内DX・生産性革新担当）を募集しています。勤務地はリモートで、業務内容や応募要件は詳細に記載されていませんが、生産性向上に寄与する役割です。応募を検討する際は、リモート勤務が可能な点を考慮してください。
5817540004,paypay__5817540004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5817540004,Senior Product Manager,Hybrid,,"Bachelor’s degree in a technology related field or at least 3yrs of technical experience. At Least 4 years of Product Management or an equivalent role Business level of English language (written, verbal)",,ハイブリッド勤務のシニアプロダクトマネージャーを募集しています。応募には、技術関連の学士号または3年以上の技術経験、4年以上のプロダクトマネジメント経験、ビジネスレベルの英語力が必要です。
5818516004,paypay__5818516004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5818516004,データガバナンス推進,Hybrid,,,,データガバナンス推進の職種で、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、データ管理やガバナンスに関するスキルが求められる可能性があります。勤務条件についての詳細も不明です。
5818643004,paypay__5818643004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5818643004,セキュリティマネジメント（セキュリティ推進）,Hybrid,,,,セキュリティマネジメント（セキュリティ推進）のポジションで、勤務地はハイブリッドです。具体的な仕事内容や応募要件、勤務条件は記載されていませんが、セキュリティ関連の経験が求められる可能性があります。興味のある方は詳細を確認してください。
5841546004,paypay__5841546004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5841546004,社内保健師,Hybrid,,,,社内保健師の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていません。勤務条件についての詳細も不明ですが、社内での健康管理に関わる職務です。
5841548004,paypay__5841548004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5841548004,ファンドソース管理業務担当,Hybrid,,,,ファンドソース管理業務担当の求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、ファンド管理に関する業務を担当します。勤務条件についての詳細は不明です。
5843011004,paypay__5843011004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5843011004,営業支援担当（インサイドセールス）,Hybrid,,,,営業支援担当（インサイドセールス）のポジションで、勤務地はハイブリッドです。応募要件や勤務条件についての詳細は記載されていませんが、営業支援に関心のある方に適しています。応募を検討する際は、具体的な仕事内容や要件を確認することをお勧めします。
5850462004,paypay__5850462004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5850462004,新規事業開発・サービス企画 / リーダー候補（加盟店事業）,Hybrid,,,,新規事業開発・サービス企画のリーダー候補を募集しており、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、加盟店事業に関連するポジションです。興味のある方は詳細を確認の上、応募を検討してください。
5978607004,paypay__5978607004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5978607004,Webディレクター,Hybrid,,,,Webディレクターの求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていません。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。
