job_id,job_key,company_name,url,title,location,description,qualifications,working_condition,ai_summary,title_ja,description_ja,qualifications_ja,working_condition_ja,job_category,language_tags,ai_related,work_style,employment_type,experience_level_hint,global_related,tech_keywords,job_score,job_reason
4944963004,paypay__4944963004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4944963004,システム監査（サイバーセキュリティ）担当,Hybrid,,,,システム監査（サイバーセキュリティ）担当の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、サイバーセキュリティに関する専門知識が求められる可能性があります。勤務条件の詳細も不明ですが、柔軟な働き方が期待されます。,システム監査（サイバーセキュリティ）担当,当社のシステム監査チームでは、サイバーセキュリティに関する監査業務を担当していただきます。リスク評価やセキュリティポリシーの遵守状況を確認し、改善提案を行います。,サイバーセキュリティに関する知識と経験が必要です。関連資格（CISA、CISMなど）があれば尚可。コミュニケーション能力が高く、チームでの協力ができる方を求めています。,フルタイム勤務。リモートワークの可能性あり。,Security,,No,Hybrid,FullTime,Unknown,No,,28,"['Securityカテゴリ', 'ハイブリッド勤務']"
4954493004,paypay__4954493004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4954493004,コンプライアンス担当,Hybrid,,,,コンプライアンス担当の求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、コンプライアンス関連の業務に従事するポジションです。勤務条件についての詳細も不明です。,コンプライアンス担当,,,,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5027415004,paypay__5027415004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5027415004,AML／CFTリスク管理,Hybrid,,,,AML／CFTリスク管理職の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていません。リスク管理に興味がある方に適したポジションです。,AML／CFTリスク管理,,,,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5133177004,paypay__5133177004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5133177004,システムリスク管理担当,Hybrid,,,,システムリスク管理担当の求人で、勤務地はハイブリッドです。応募要件や勤務条件の詳細は記載されていませんが、リスク管理に関する専門知識が求められる可能性があります。興味のある方は、具体的な仕事内容や条件を確認することをお勧めします。,システムリスク管理担当,当社では、システムリスク管理に関する業務を担当していただける方を募集しています。リスク評価や管理策の策定を行い、システムの安全性を確保する役割を担っていただきます。,システムリスク管理の経験がある方。関連する資格（CISA、CISMなど）があれば尚可。分析力と問題解決能力が求められます。,フルタイム勤務。リモートワークの可能性あり。,Security,,No,Hybrid,FullTime,Intermediate,No,,28,"['Securityカテゴリ', 'ハイブリッド勤務']"
5149320004,paypay__5149320004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5149320004,シニア機械学習エンジニア（金融事業領域）,Hybrid,,,,シニア機械学習エンジニアを金融事業領域で募集しています。勤務地はハイブリッドで、応募要件や勤務条件は詳細に記載されていません。機械学習の専門知識を活かしたい方に適したポジションです。,シニア機械学習エンジニア（金融）,,,,AI/ML,,Yes,Hybrid,Unknown,Unknown,No,,50,"['AI/MLカテゴリ', 'AI関連', 'ハイブリッド勤務']"
5193265004,paypay__5193265004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5193265004,CSIRTエンジニア,Hybrid,,,,CSIRTエンジニアの求人で、勤務地はハイブリッドです。具体的な仕事内容や応募要件は記載されていませんが、サイバーセキュリティに関連する業務が想定されます。勤務条件についての詳細は不明です。,CSIRTエンジニア,サイバーセキュリティインシデント対応チーム（CSIRT）の一員として、セキュリティインシデントの監視、分析、対応を行います。脅威の特定やリスク評価を通じて、組織のセキュリティを強化する役割を担います。,情報セキュリティに関する知識、インシデント対応の経験、ネットワークやシステムの理解が必要です。関連する資格（CISSP、CEHなど）があれば尚可。,フルタイム勤務、リモートワークの可能性あり。シフト勤務やオンコール対応が求められる場合があります。,Security,,No,Hybrid,FullTime,Unknown,No,,28,"['Securityカテゴリ', 'ハイブリッド勤務']"
5199858004,paypay__5199858004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5199858004,内部統制（業務統制担当）,Hybrid,,,,内部統制（業務統制担当）のポジションで、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、業務統制に関する経験や知識が求められる可能性があります。勤務条件についての詳細は不明です。,内部統制担当,,,,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5214187004,paypay__5214187004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5214187004,セキュリティモニタリング,Hybrid,,,,セキュリティモニタリングの職種で、勤務地はハイブリッド（リモートとオフィス勤務の併用）です。具体的な仕事内容や応募要件は記載されていませんが、セキュリティ関連の経験が求められる可能性があります。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。,セキュリティモニタリング,,,,Security,,No,Hybrid,Unknown,Unknown,No,,28,"['Securityカテゴリ', 'ハイブリッド勤務']"
5471535004,paypay__5471535004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5471535004,Cloud Platform Engineer,Hybrid,"PayPay is looking for a Cloud Platform Engineer for PayPay's Cloud Based payment system. This role will be responsible for the engineering of Cloud Infrastructure Platforms to provide robust, reliable and cost-efficient Platform so that we can deliver the best experience for our growing customers base.","More than 5 years of technical and architectural experience in AWS-based infrastructure platforms Extensive technical hands-on experience with computing, networking, storage, and analytical services on Latest AWS Services Experience with Terraform based infrastructure as code (IAC) on AWS Experience in production level infrastructure change management and releases for high traffic & business-critical systems Experience in Cloud infrastructure and platform systems availability, performance and cost management Experience as an AWS administrator, including Multi AWS organization management, managing 50+ AWS accounts and 100+ users Strong understanding of cloud security best practices in Fintech Industry Demonstrated skill in programming and scripting languages, including Python, Shell Scripting, Go, and Rust Excellent oral, written, and interpersonal communication skills Proficiency in either English or Japanese",,PayPayでは、クラウドベースの決済システムのためのCloud Platform Engineerを募集しています。応募者は、AWSに基づくインフラプラットフォームで5年以上の技術経験が必要で、Terraformを用いたインフラ管理やクラウドセキュリティの知識が求められます。勤務地はハイブリッドで、英語または日本語のコミュニケーション能力が必要です。,クラウドプラットフォームエンジニア,PayPayでは、クラウドベースの決済システムのためにクラウドプラットフォームエンジニアを募集しています。この役割では、堅牢で信頼性が高く、コスト効率の良いプラットフォームを提供するためのクラウドインフラストラクチャプラットフォームのエンジニアリングを担当します。これにより、成長する顧客基盤に最高の体験を提供することができます。,AWSベースのインフラストラクチャプラットフォームにおける5年以上の技術的およびアーキテクチャ的経験 最新のAWSサービスにおけるコンピューティング、ネットワーキング、ストレージ、分析サービスの豊富な実務経験 Terraformを用いたインフラストラクチャコード（IAC）の経験 高トラフィックおよびビジネスクリティカルなシステムのための本番レベルのインフラストラクチャ変更管理およびリリースの経験 クラウドインフラストラクチャおよびプラットフォームシステムの可用性、パフォーマンス、コスト管理の経験 AWS管理者としての経験（複数のAWS組織管理、50以上のAWSアカウントおよび100以上のユーザーの管理を含む）フィンテック業界におけるクラウドセキュリティのベストプラクティスに関する強い理解 プログラミングおよびスクリプト言語（Python、Shell Scripting、Go、Rustを含む）における実績 優れた口頭、文書、対人コミュニケーションスキル 英語または日本語のいずれかに堪能であること,,Infra/SRE,Python|Go|Rust,No,Hybrid,FullTime,Advanced,Yes,AWS|Terraform,68,"['Infra/SREカテゴリ', 'グローバル要素あり', 'ハイブリッド勤務', '技術スタック情報あり', '主要技術キーワードあり', '情報量が豊富']"
5504316004,paypay__5504316004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5504316004,個店・SMB営業支援担当（販売戦略・企画推進）,Hybrid,,,,個店・SMB営業支援担当として、販売戦略や企画推進を行うポジションです。勤務地はハイブリッドで、柔軟な働き方が可能です。応募要件や勤務条件の詳細は記載されていません。,個店・SMB営業支援担当,このポジションでは、個店や中小企業向けの営業支援を行い、販売戦略や企画の推進を担当します。,営業経験があり、販売戦略の立案や実行に関する知識がある方を歓迎します。,勤務時間や勤務地については、面接時に詳細をお伝えします。,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5504319004,paypay__5504319004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5504319004,営業支援担当（数値分析・運用推進）,Hybrid,,,,営業支援担当として、数値分析や運用推進を行うポジションです。勤務地はハイブリッドで、応募要件や勤務条件の詳細は記載されていません。応募を検討する際は、業務内容に関する理解を深めることが重要です。,営業支援担当,数値分析や運用推進を通じて営業チームをサポートします。,データ分析の経験があり、営業支援に興味がある方。,フルタイム、リモート勤務可。,Data,,No,Hybrid,FullTime,Intermediate,No,,32,"['Dataカテゴリ', 'ハイブリッド勤務']"
5587090004,paypay__5587090004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5587090004,Backend Engineer / バックエンドエンジニア (New Bank Project),Hybrid,,,,バックエンドエンジニアとして新しい銀行プロジェクトに参加し、ハイブリッド勤務が可能です。応募要件や具体的な仕事内容は記載されていませんが、技術的スキルが求められるポジションです。興味のある方は詳細を確認の上、応募を検討してください。,バックエンドエンジニア (新銀行プロジェクト),,,,Backend,,No,Hybrid,Unknown,Unknown,No,,30,"['Backendカテゴリ', 'ハイブリッド勤務']"
5601370004,paypay__5601370004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5601370004,DX企画推進担当,Hybrid,,,,DX企画推進担当の求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、デジタルトランスフォーメーションに関する企画推進が主な業務と考えられます。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。,DX企画推進担当,デジタルトランスフォーメーション（DX）の戦略を立案し、実行する役割を担います。業務プロセスの改善や新しい技術の導入を通じて、企業の成長を支援します。,関連する業務経験があり、プロジェクトマネジメントやデータ分析のスキルを持つ方。コミュニケーション能力が高く、チームでの協力ができる方を歓迎します。,フルタイム勤務。リモートワークの可能性あり。,Other,,No,Hybrid,FullTime,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5636632004,paypay__5636632004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5636632004,新規事業企画・戦略／リーダー候補（チャージ関連業務・金融機関連携）,Hybrid,,,,新規事業企画・戦略のリーダー候補を募集しており、チャージ関連業務や金融機関との連携が主な業務です。勤務地はハイブリッド勤務で、応募要件や勤務条件は詳細に記載されていません。興味のある方は、具体的な条件を確認の上、応募を検討してください。,新規事業企画リーダー候補,チャージ関連業務や金融機関との連携に関する新規事業の企画・戦略を担当します。,新規事業の企画経験、金融業界の知識、リーダーシップスキルが求められます。,詳細な勤務条件は面談時にお伝えします。,Other,,No,Hybrid,Unknown,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5643353004,paypay__5643353004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5643353004,金融事業開発・新規事業企画（保険）,Hybrid,,,,金融事業開発・新規事業企画のポジションで、保険業界における新規事業の立ち上げを担当します。勤務地はハイブリッドで、応募要件や勤務条件は未記載です。興味のある方は詳細を確認してください。,金融事業開発・新規事業企画（保険）,,,,Product,,No,Hybrid,Unknown,Unknown,No,,20,"['Productカテゴリ', 'ハイブリッド勤務']"
5674900004,paypay__5674900004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5674900004,マーケティング推進担当（Fintech事業）,Hybrid,,,,マーケティング推進担当としてFintech事業に携わるポジションで、勤務地はハイブリッド勤務です。応募要件や勤務条件の詳細は記載されていませんが、マーケティングに関する経験が求められる可能性があります。興味のある方は、具体的な要件を確認の上、応募を検討してください。,マーケティング推進担当（Fintech）,私たちのFintech事業におけるマーケティング推進担当として、戦略の立案や実行を行い、ブランドの認知度向上や顧客獲得を目指します。,マーケティング関連の経験がある方。デジタルマーケティングの知識があると尚良し。コミュニケーション能力が高い方。,フルタイム勤務。リモートワークの可能性あり。,Other,,No,Hybrid,FullTime,Unknown,No,,15,"['Otherカテゴリ', 'ハイブリッド勤務']"
5675108004,paypay__5675108004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5675108004,グローバルアライアンス・事業推進,Hybrid,,,,グローバルアライアンス・事業推進の職種で、ハイブリッド勤務が可能です。具体的な仕事内容や応募要件は記載されていませんが、国際的なビジネス推進に関わる役割が期待されます。興味のある方は詳細を確認の上、応募を検討してください。,グローバルアライアンス推進,,,,Other,,No,Hybrid,Unknown,Unknown,Yes,,30,"['Otherカテゴリ', 'グローバル要素あり', 'ハイブリッド勤務']"
